93823	3028271	10
814964	8774974	1
814964	1872831	2
814964	7221385	3
814964	899125	4
814964	3387135	5
814964	2352988	6
814964	2121809	7
814964	7729813	8
814964	4457006	9
814964	7184409	10
800318	7750358	1
800318	7750357	2
800318	7750361	3
800318	7750363	4
800318	1662357	5
800318	7750359	6
800318	143116	7
800318	5201370	8
800318	2612394	9
800318	2883114	10
789439	4806075	1
789439	7729118	2
789439	4561010	3
789439	4806074	4
789439	4806067	5
789439	4561011	6
789439	4806076	7
789439	4561012	8
789439	7752805	9
789439	4561019	10
892454	7787178	1
892454	154781	2
892454	7120184	3
892454	154777	4
892454	154779	5
892454	7120177	6
892454	4371988	7
892454	4371989	8
892454	4371990	9
892454	2686648	10
333700	166786	1
333700	7569437	2
333700	7461102	3
333700	7461100	4
333700	6956724	5
333700	3252731	6
333700	5464088	7
333700	4595886	8
333700	8556500	9
333700	944402	10
982481	2368804	1
982481	4840362	2
982481	1210292	3
982481	2368806	4
982481	3310930	5
982481	8060143	6
982481	5971172	7
982481	974228	8
982481	2368805	9
982481	8060141	10
753480	6840496	1
753480	8094682	2
753480	8094688	3
753480	1709473	4
753480	7231504	5
753480	8570802	6
753480	6326022	7
753480	7694888	8
753480	8094685	9
753480	5922044	10
893789	390883	1
893789	7873473	2
893789	7873478	3
893789	7873477	4
893789	3315300	5
893789	7873470	6
893789	7357196	7
893789	427275	8
893789	6137277	9
893789	2949764	10
2	1782337	1
2	1001873	2
2	4339075	3
2	6285817	4
2	3634076	5
2	7496506	6
2	4339068	7
2	2022782	8
2	7496507	9
2	4339072	10
688739	6740345	1
688739	7454794	2
688739	7454790	3
688739	7454792	4
688739	4918665	5
688739	7454793	6
688739	7454791	7
688739	5175488	8
688739	1560589	9
688739	4918670	10
171527	100320	1
171527	716146	2
171527	5590166	3
171527	769621	4
171527	5709085	5
171527	6762048	6
171527	1254416	7
171527	716144	8
171527	2695158	9
171527	811903	10
1093757	7722913	1
1093757	7722912	2
1093757	8029343	3
1093757	7722910	4
1093757	7722904	5
1093757	7722906	6
1093757	7722911	7
1093757	2997821	8
1093757	4785680	9
1093757	7136591	10
753479	7435841	1
753479	4499786	2
753479	7435833	3
753479	8800096	4
753479	7435839	5
753479	7435840	6
753479	7435838	7
753479	6661584	8
753479	850144	9
753479	4510928	10
1102325	7918286	1
1102325	7918281	2
1102325	6230652	3
1102325	4833260	4
1102325	1554181	5
1102325	1554178	6
1102325	5490827	7
1102325	6265988	8
1102325	5490830	9
1102325	799563	10
754786	7452808	1
754786	7523677	2
754786	3521952	3
754786	6943813	4
754786	3521953	5
754786	7242390	6
754786	7242386	7
754786	4046946	8
754786	7242387	9
754786	3225042	10
1093791	7719754	1
1093791	7719757	2
1093791	7719752	3
1093791	7719749	4
1093791	7719755	5
1093791	675300	6
1093791	6917027	7
1093791	1557145	8
1093791	1557153	9
1093791	2823054	10
108287	5997857	1
108287	5997861	2
108287	5997863	3
108287	5997858	4
108287	1398544	5
108287	4971354	6
108287	5997864	7
108287	5997865	8
108287	127653	9
108287	7987326	10
712944	805268	1
712944	3230843	2
712944	7411067	3
712944	4860517	4
712944	7411064	5
712944	494967	6
712944	7411068	7
712944	494964	8
712944	7411063	9
712944	7687227	10
626462	3815868	1
626462	2299561	2
626462	6811264	3
626462	8152687	4
626462	6705646	5
626462	5399461	6
626462	1716243	7
626462	8081551	8
626462	4152607	9
626462	1499380	10
549738	7625918	1
549738	5841462	2
549738	4173681	3
549738	1470358	4
549738	3004348	5
549738	2587691	6
549738	5272826	7
549738	4393787	8
549738	3084800	9
549738	2631909	10
1030176	7218066	1
1030176	7218058	2
1030176	7218065	3
1030176	7218063	4
1030176	7218064	5
1030176	7218061	6
1030176	7218067	7
1030176	2814318	8
1030176	1585905	9
1030176	5499752	10
1093795	7719660	1
1093795	7719659	2
1093795	7719656	3
1093795	7719655	4
1093795	7719664	5
1093795	175682	6
1093795	7719661	7
1093795	7719657	8
1093795	7719663	9
1093795	7719658	10
766769	6719840	1
766769	7772677	2
766769	4727651	3
766769	8693759	4
766769	2665815	5
766769	7772678	6
766769	6719845	7
766769	7772675	8
766769	6719841	9
766769	5197728	10
1029181	7219805	1
1029181	586600	2
1029181	7219809	3
1029181	6184750	4
1029181	6184749	5
1029181	586602	6
1029181	7219803	7
1029181	8339505	8
1029181	7219802	9
1029181	7219804	10
507901	4814630	1
507901	8233396	2
507901	5812558	3
507901	5771194	4
507901	6490769	5
507901	4061579	6
507901	803692	7
507901	4780869	8
507901	4584485	9
507901	6463016	10
574730	7685466	1
574730	8213776	2
574730	4584309	3
574730	2358508	4
574730	3564094	5
574730	3924083	6
574730	2123421	7
574730	7380235	8
574730	3239670	9
574730	7955872	10
146598	4814155	1
146598	2375412	2
146598	8748625	3
146598	5276605	4
146598	6891913	5
146598	8392943	6
146598	3525541	7
146598	2079919	8
146598	5314862	9
146598	2797730	10
259239	7345082	1
259239	7345078	2
259239	6423214	3
259239	3468645	4
259239	7345080	5
259239	5347081	6
259239	5331898	7
259239	5836812	8
259239	2513162	9
259239	6423216	10
994449	1908292	1
994449	6072629	2
994449	7275191	3
994449	8652112	4
994449	3072797	5
994449	3552771	6
994449	4164260	7
994449	3072798	8
994449	1908297	9
994449	38235	10
537761	7674021	1
537761	6213982	2
537761	5493021	3
537761	1767611	4
537761	1767612	5
537761	6232542	6
537761	4632815	7
537761	3523828	8
537761	4827587	9
537761	6059159	10
693297	3813573	1
693297	7622237	2
693297	7622240	3
693297	7622236	4
693297	586959	5
693297	258930	6
693297	7863412	7
693297	7863415	8
693297	7863408	9
693297	6638474	10
1093781	4348213	1
1093781	8604598	2
1093781	4404615	3
1093781	376660	4
1093781	6579107	5
1093781	4287174	6
1093781	6579106	7
1093781	7720707	8
1093781	745513	9
1093781	2637420	10
1092450	7179878	1
1092450	8123817	2
1092450	7179875	3
1092450	8122438	4
1092450	900073	5
1092450	8378328	6
1092450	7828964	7
1092450	7828966	8
1092450	3581182	9
1092450	7105252	10
459707	7585569	1
459707	1344450	2
459707	7585568	3
459707	2367405	4
459707	3376642	5
459707	3463641	6
459707	7032127	7
459707	212614	8
459707	6061754	9
459707	6325768	10
1000319	7263680	1
1000319	1340067	2
1000319	7079553	3
1000319	2809185	4
1000319	1751758	5
1000319	7263673	6
1000319	8263670	7
1000319	1098783	8
1000319	1098782	9
1000319	5074045	10
1093786	69049	1
1093786	4331701	2
1093786	3281992	3
1093786	7168603	4
1093786	3281997	5
1093786	7720184	6
1093786	7434388	7
1093786	7720180	8
1093786	3554674	9
1093786	7792466	10
524447	1730122	1
524447	150282	2
524447	3057750	3
524447	4372593	4
524447	6856977	5
524447	3831946	6
524447	6916372	7
524447	6154321	8
524447	1871043	9
524447	3541560	10
525779	8052059	1
525779	7706464	2
525779	3447677	3
525779	1677779	4
525779	2693031	5
525779	5497080	6
525779	5122118	7
525779	7706462	8
525779	2047242	9
525779	4353947	10
206762	2863412	1
206762	7703205	2
206762	6304217	3
206762	5690988	4
206762	3013222	5
206762	7887356	6
206762	7922610	7
206762	5642257	8
206762	6848787	9
206762	1247869	10
122582	8744700	1
122582	3334061	2
122582	278460	3
122582	8331883	4
122582	2096805	5
122582	5934194	6
122582	3009424	7
122582	1257666	8
122582	5934197	9
122582	8201837	10
549731	4042722	1
549731	4569635	2
549731	4569637	3
549731	7336764	4
549731	6943276	5
549731	7191553	6
549731	6943278	7
549731	2938108	8
549731	3365808	9
549731	6906558	10
688711	459146	1
688711	326246	2
688711	7618689	3
688711	6159765	4
688711	7683679	5
688711	7618685	6
688711	7618680	7
688711	514419	8
688711	290978	9
688711	459149	10
813605	8063717	1
813605	726994	2
813605	5251264	3
813605	6403846	4
813605	7355122	5
813605	5143521	6
813605	515475	7
813605	7833027	8
813605	5675317	9
813605	1209191	10
1042158	7198653	1
1042158	2477173	2
1042158	7198648	3
1042158	7348291	4
1042158	3807524	5
1042158	2455125	6
1042158	1697887	7
1042158	8191268	8
1042158	1697884	9
1042158	8191271	10
993107	1481631	1
993107	7033984	2
993107	358091	3
993107	5462982	4
993107	1725898	5
993107	7597279	6
993107	7597280	7
993107	4502521	8
993107	5389402	9
993107	7803799	10
1102300	2721466	1
1102300	107839	2
1102300	8523554	3
1102300	8523553	4
1102300	107840	5
1102300	4439850	6
1102300	8587431	7
1102300	275966	8
1102300	2739939	9
1102300	7091331	10
1013615	7075245	1
1013615	2036707	2
1013615	7241874	3
1013615	7075242	4
1013615	2321079	5
1013615	8747827	6
1013615	1536473	7
1013615	2600977	8
1013615	3692341	9
1013615	1967879	10
92509	7654845	1
92509	7654839	2
92509	6788468	3
92509	3322315	4
92509	7654844	5
92509	4684036	6
92509	7654842	7
92509	7654838	8
92509	7654846	9
92509	7196032	10
92542	7072003	1
92542	2606452	2
92542	1388862	3
92542	1388865	4
92542	6049995	5
92542	7398406	6
92542	1157800	7
92542	7071998	8
92542	838771	9
92542	6881854	10
243712	7655709	1
243712	3367984	2
243712	3367986	3
243712	2972615	4
243712	1069382	5
243712	1467984	6
243712	6062385	7
243712	2972618	8
243712	8660619	9
243712	2972617	10
1092482	7826123	1
1092482	7826121	2
1092482	7826128	3
1092482	2393563	4
1092482	2872150	5
1092482	7826125	6
1092482	2393559	7
1092482	7826127	8
1092482	3953438	9
1092482	7826129	10
1101044	7097662	1
1101044	7097656	2
1101044	7097659	3
1101044	6718706	4
1101044	7095912	5
1101044	1614793	6
1101044	7097660	7
1101044	7097657	8
1101044	3429033	9
1101044	3429036	10
1091158	7937732	1
1091158	1640435	2
1091158	7937729	3
1091158	2674720	4
1091158	2664754	5
1091158	4239670	6
1091158	4173392	7
1091158	2360706	8
1091158	2674716	9
1091158	2674717	10
536480	7521724	1
536480	7521718	2
536480	1050642	3
536480	7424918	4
536480	7521721	5
536480	767211	6
536480	7521720	7
536480	1900801	8
536480	1900804	9
536480	1854371	10
1091153	7938035	1
1091153	6041313	2
1091153	6041316	3
1091153	7938034	4
1091153	6041309	5
1091153	7938038	6
1091153	5615485	7
1091153	2813057	8
1091153	7348809	9
1091153	7447444	10
1092484	7825939	1
1092484	7825937	2
1092484	7825940	3
1092484	2356803	4
1092484	8642819	5
1092484	1318000	6
1092484	1318005	7
1092484	1317999	8
1092484	2746439	9
1092484	7825935	10
1005191	2516688	1
1005191	4044934	2
1005191	2516686	3
1005191	2759805	4
1005191	3494438	5
1005191	3405789	6
1005191	7639914	7
1005191	3189690	8
1005191	3494430	9
1005191	4143976	10
1014911	829168	1
1014911	1731017	2
1014911	7860462	3
1014911	692632	4
1014911	2766508	5
1014911	6708006	6
1014911	6444328	7
1014911	1524200	8
1014911	1524201	9
1014911	5092570	10
989912	292467	1
989912	292461	2
989912	292465	3
989912	971596	4
989912	292460	5
989912	971592	6
989912	292468	7
989912	971599	8
989912	971593	9
989912	292462	10
914368	4785523	1
914368	4169026	2
914368	865749	3
914368	8027679	4
914368	5800899	5
914368	3497163	6
914368	998130	7
914368	5800897	8
914368	4074832	9
914368	3458186	10
1101048	2019927	1
1101048	8240654	2
1101048	2019933	3
1101048	648341	4
1101048	3025804	5
1101048	7346653	6
1101048	3025805	7
1101048	877417	8
1101048	877420	9
1101048	2019935	10
548475	7428332	1
548475	7428341	2
548475	7428338	3
548475	7428333	4
548475	7428334	5
548475	500840	6
548475	7428336	7
548475	7271248	8
548475	7428337	9
548475	7092231	10
993178	6914218	1
993178	7277958	2
993178	8329908	3
993178	3844732	4
993178	6206212	5
993178	5971068	6
993178	7277960	7
993178	5971063	8
993178	5890345	9
993178	5848145	10
1092470	4410152	1
1092470	4410155	2
1092470	5921478	3
1092470	7827361	4
1092470	5921473	5
1092470	1838623	6
1092470	7827357	7
1092470	7208387	8
1092470	654288	9
1092470	7827363	10
813675	1900317	1
813675	7517704	2
813675	7764355	3
813675	1612225	4
813675	7764353	5
813675	7517703	6
813675	7517702	7
813675	1612227	8
813675	7764354	9
813675	7517708	10
728460	334150	1
728460	324016	2
728460	324011	3
728460	723591	4
728460	334146	5
728460	1397112	6
728460	3022804	7
728460	1208036	8
728460	8292375	9
728460	4597527	10
993174	7592869	1
993174	7861640	2
993174	7592873	3
993174	8789057	4
993174	8789058	5
993174	7861645	6
993174	4170561	7
993174	8364265	8
993174	7861642	9
993174	1360686	10
1078187	2231814	1
1078187	3254458	2
1078187	3456728	3
1078187	8385430	4
1078187	7288766	5
1078187	8065951	6
1078187	8655895	7
1078187	8828498	8
1078187	8163717	9
1078187	3148972	10
1092474	7826935	1
1092474	4854149	2
1092474	4854148	3
1092474	4854150	4
1092474	4854146	5
1092474	4854145	6
1092474	7826932	7
1092474	2566009	8
1092474	6310164	9
1092474	705351	10
1062603	7890190	1
1062603	6672857	2
1062603	7890184	3
1062603	7890188	4
1062603	7890192	5
1062603	3366175	6
1062603	6426269	7
1062603	7890193	8
1062603	3092893	9
1062603	3317588	10
325292	3294849	1
325292	2356549	2
325292	486234	3
325292	6501839	4
325292	6086422	5
325292	6161766	6
325292	6501840	7
325292	8462212	8
325292	6739401	9
325292	8632205	10
231717	7661543	1
231717	7661546	2
231717	7398201	3
231717	6663510	4
231717	181422	5
231717	6818213	6
231717	3000690	7
231717	6818214	8
231717	7661547	9
231717	2231062	10
547139	7640131	1
547139	5984427	2
547139	8711236	3
547139	2631088	4
547139	515912	5
547139	3789160	6
547139	5641391	7
547139	7640137	8
547139	7373939	9
547139	2631086	10
1080495	2395363	1
1080495	2395367	2
1080495	3838254	3
1080495	4423801	4
1080495	6176771	5
1080495	1905177	6
1080495	6251844	7
1080495	2730772	8
1080495	1196770	9
1080495	3275955	10
408149	7641801	1
408149	2851588	2
408149	7432503	3
408149	756885	4
408149	7641799	5
408149	7641800	6
408149	7641803	7
408149	5551889	8
408149	2851584	9
408149	756883	10
995787	7273248	1
995787	4824984	2
995787	7273246	3
995787	7273251	4
995787	4824982	5
995787	7273244	6
995787	5058412	7
995787	7273252	8
995787	683830	9
995787	7273250	10
601128	8381339	1
601128	7660127	2
601128	654387	3
601128	142518	4
601128	7971348	5
601128	2670901	6
601128	3275151	7
601128	116422	8
601128	1112445	9
601128	6353807	10
1002940	5215234	1
1002940	8120391	2
1002940	1143059	3
1002940	2990727	4
1002940	2990725	5
1002940	7258825	6
1002940	1143060	7
1002940	2607516	8
1002940	2990720	9
1002940	1143056	10
1091173	7936631	1
1091173	869357	2
1091173	4455901	3
1091173	4072868	4
1091173	6450365	5
1091173	6362295	6
1091173	106570	7
1091173	3039376	8
1091173	4950381	9
1091173	1151549	10
995789	7969432	1
995789	4245062	2
995789	7969427	3
995789	2456408	4
995789	4589691	5
995789	1096458	6
995789	4667114	7
995789	3361966	8
995789	8092621	9
995789	1361981	10
1102351	7673468	1
1102351	3145042	2
1102351	2864395	3
1102351	3552552	4
1102351	7854476	5
1102351	527833	6
1102351	7673465	7
1102351	8266904	8
1102351	2867465	9
1102351	7945419	10
398258	3726213	1
398258	6074459	2
398258	6999189	3
398258	2629992	4
398258	2629994	5
398258	158704	6
398258	2629989	7
398258	5595102	8
398258	158696	9
398258	851542	10
285537	7395781	1
285537	1709287	2
285537	7395779	3
285537	7395780	4
285537	296669	5
285537	8120008	6
285537	6047799	7
285537	1656325	8
285537	8120011	9
285537	1656319	10
1078198	5287089	1
1078198	3256089	2
1078198	3256085	3
1078198	3256088	4
1078198	3390385	5
1078198	803899	6
1078198	7740071	7
1078198	5427113	8
1078198	6267302	9
1078198	786051	10
1091177	1234996	1
1091177	8590559	2
1091177	6879013	3
1091177	8590558	4
1091177	1171804	5
1091177	1603339	6
1091177	4485086	7
1091177	1171806	8
1091177	7936215	9
1091177	8543748	10
1062609	8107808	1
1062609	3673399	2
1062609	8769742	3
1062609	7589339	4
1062609	430392	5
1062609	1877215	6
1062609	3664086	7
1062609	7589342	8
1062609	6194413	9
1062609	6194420	10
715189	310987	1
715189	1271939	2
715189	1271937	3
715189	7432622	4
715189	1271933	5
715189	7432614	6
715189	7432617	7
715189	310982	8
715189	1271935	9
715189	1271938	10
1087911	5856582	1
1087911	4815981	2
1087911	468431	3
1087911	6040739	4
1087911	5827265	5
1087911	5856581	6
1087911	1081044	7
1087911	6484046	8
1087911	8352748	9
1087911	4419363	10
938359	2169121	1
938359	6931852	2
938359	7977301	3
938359	3879918	4
938359	7252408	5
938359	78086	6
938359	5042150	7
938359	8778243	8
938359	8382436	9
938359	2947425	10
1087915	7056891	1
1087915	5770255	2
1087915	3631125	3
1087915	6503522	4
1087915	7056892	5
1087915	6759411	6
1087915	8268401	7
1087915	7097570	8
1087915	7780228	9
1087915	6599674	10
1075919	4673680	1
1075919	8361178	2
1075919	1240856	3
1075919	5050276	4
1075919	3996720	5
1075919	3996714	6
1075919	3996715	7
1075919	918631	8
1075919	2113034	9
1075919	7666565	10
535142	6369427	1
535142	7582914	2
535142	7582911	3
535142	7582913	4
535142	7582912	5
535142	7582916	6
535142	8087187	7
535142	3395859	8
535142	3395861	9
535142	3133228	10
1091163	7937344	1
1091163	7615110	2
1091163	2318583	3
1091163	3288580	4
1091163	1538851	5
1091163	1538852	6
1091163	866111	7
1091163	7099582	8
1091163	6047714	9
1091163	6610366	10
993153	2100087	1
993153	931773	2
993153	931772	3
993153	931774	4
993153	7127152	5
993153	8174479	6
993153	2565447	7
993153	7679926	8
993153	447864	9
993153	3731448	10
1074603	2375309	1
1074603	4511542	2
1074603	7961587	3
1074603	6623113	4
1074603	960579	5
1074603	1520345	6
1074603	6731459	7
1074603	543308	8
1074603	1458176	9
1074603	1245382	10
1056758	3753603	1
1056758	4068858	2
1056758	6046585	3
1056758	3753605	4
1056758	1726794	5
1056758	1726799	6
1056758	8413902	7
1056758	5830249	8
1056758	3715955	9
1056758	5830250	10
814987	2185552	1
814987	8081753	2
814987	7873443	3
814987	8195227	4
814987	105300	5
814987	1956261	6
814987	213658	7
814987	2672420	8
814987	3490591	9
814987	7280834	10
1002938	7258856	1
1002938	4855858	2
1002938	4855853	3
1002938	7258855	4
1002938	7258858	5
1002938	7258849	6
1002938	7258854	7
1002938	4143218	8
1002938	4143223	9
1002938	7258850	10
1091164	7937239	1
1091164	7937244	2
1091164	7180316	3
1091164	6322837	4
1091164	917121	5
1091164	3709881	6
1091164	5578149	7
1091164	7943988	8
1091164	6698176	9
1091164	1875697	10
408134	1207666	1
408134	1207672	2
408134	1687291	3
408134	7406927	4
408134	1687286	5
408134	1687293	6
408134	69361	7
408134	7183764	8
408134	1687285	9
408134	1687287	10
507934	7020121	1
507934	4741901	2
507934	2992173	3
507934	4416931	4
507934	6413088	5
507934	4875494	6
507934	686578	7
507934	8510884	8
507934	2992169	9
507934	7511803	10
1087904	8726948	1
1087904	1807176	2
1087904	7097707	3
1087904	7759675	4
1087904	570071	5
1087904	5887546	6
1087904	4587644	7
1087904	1562059	8
1087904	7759671	9
1087904	8752510	10
66281	6675093	1
66281	8077670	2
66281	4434471	3
66281	2909210	4
66281	5499844	5
66281	5557284	6
66281	8416477	7
66281	2624676	8
66281	5128318	9
66281	980125	10
1101018	5440983	1
1101018	5440985	2
1101018	18387	3
1101018	5440987	4
1101018	5412208	5
1101018	7100356	6
1101018	3916436	7
1101018	6271513	8
1101018	18389	9
1101018	7100351	10
994479	7275127	1
994479	5917719	2
994479	7844735	3
994479	7844729	4
994479	3445486	5
994479	3335790	6
994479	3335784	7
994479	6587513	8
994479	2138140	9
994479	5993213	10
866139	7762766	1
866139	7762760	2
866139	8157858	3
866139	5818770	4
866139	1816914	5
866139	8194480	6
866139	1878062	7
866139	8242061	8
866139	8078070	9
866139	836443	10
994478	628945	1
994478	319887	2
994478	6973824	3
994478	912672	4
994478	6292994	5
994478	6767080	6
994478	4575114	7
994478	5870795	8
994478	4907677	9
994478	5870792	10
1023025	7228988	1
1023025	3456482	2
1023025	3456477	3
1023025	7228991	4
1023025	7228992	5
1023025	5697453	6
1023025	5257459	7
1023025	7228995	8
1023025	3456478	9
1023025	5697448	10
1097298	7425418	1
1097298	5315443	2
1097298	1663134	3
1097298	287499	4
1097298	2053552	5
1097298	2230458	6
1097298	2858335	7
1097298	5905102	8
1097298	5905105	9
1097298	287501	10
139405	2324764	1
139405	899322	2
139405	1997198	3
139405	6968439	4
139405	6387201	5
139405	7601340	6
139405	899319	7
139405	7676561	8
139405	126430	9
139405	7890490	10
1101088	7093686	1
1101088	7093687	2
1101088	7093678	3
1101088	7093685	4
1101088	7093682	5
1101088	7093680	6
1101088	7093684	7
1101088	8387689	8
1101088	7093679	9
1101088	7093681	10
925059	7945793	1
925059	7890677	2
925059	59787	3
925059	4053826	4
925059	7139790	5
925059	2478588	6
925059	93704	7
925059	5869616	8
925059	5782541	9
925059	1174032	10
1097294	1888241	1
1097294	451245	2
1097294	7425809	3
1097294	968002	4
1097294	968441	5
1097294	968003	6
1097294	2751407	7
1097294	7425810	8
1097294	8294850	9
1097294	8598178	10
989963	1023620	1
989963	6052918	2
989963	2317886	3
989963	4252938	4
989963	1023618	5
989963	7743157	6
989963	745273	7
989963	4720927	8
989963	5983855	9
989963	3875127	10
98682	2943881	1
98682	903406	2
98682	2943879	3
98682	8515195	4
98682	3547483	5
98682	903404	6
98682	4277751	7
98682	5826960	8
98682	5508782	9
98682	8639810	10
59084	2924300	1
59084	5852765	2
59084	5911768	3
59084	7891071	4
59084	5922548	5
59084	5922553	6
59084	7891075	7
59084	5922551	8
59084	3815207	9
59084	5911769	10
1011044	2347349	1
1011044	1374243	2
1011044	2693188	3
1011044	676766	4
1011044	3394346	5
1011044	550133	6
1011044	1150280	7
1011044	6288231	8
1011044	3148749	9
1011044	111703	10
607338	735483	1
607338	7556355	2
607338	5974524	3
607338	7556353	4
607338	5974519	5
607338	6154468	6
607338	2686943	7
607338	5311115	8
607338	5974517	9
607338	530551	10
195582	7353730	1
195582	7353736	2
195582	7353731	3
195582	7083186	4
195582	5767932	5
195582	6097018	6
195582	6097020	7
195582	8529687	8
195582	5425580	9
195582	7083188	10
711682	4412684	1
711682	2345816	2
711682	3274333	3
711682	2791668	4
711682	845484	5
711682	8278222	6
711682	8278219	7
711682	2791673	8
711682	4444303	9
711682	795456	10
812387	1416170	1
812387	2391437	2
812387	6564140	3
812387	8144713	4
812387	6564146	5
812387	6245803	6
812387	8755538	7
812387	2391444	8
812387	1951321	9
812387	7059823	10
862640	1543703	1
862640	7830781	2
862640	128594	3
862640	1543712	4
862640	8231877	5
862640	2007133	6
862640	2959651	7
862640	527848	8
862640	3354580	9
862640	7830784	10
555590	7581737	1
555590	7581743	2
555590	7581740	3
555590	7581742	4
555590	7693143	5
555590	3058085	6
555590	2737045	7
555590	6809641	8
555590	1147809	9
555590	1147811	10
243761	904464	1
243761	6476440	2
243761	3801914	3
243761	8438487	4
243761	1677677	5
243761	2583852	6
243761	6126981	7
243761	2175530	8
243761	5668181	9
243761	1658219	10
370734	1670392	1
370734	4848476	2
370734	6556176	3
370734	1670387	4
370734	6627345	5
370734	6970276	6
370734	4610656	7
370734	8259235	8
370734	6970274	9
370734	5825277	10
489513	697945	1
489513	3000791	2
489513	5211588	3
489513	697943	4
489513	393784	5
489513	5685376	6
489513	1321238	7
489513	6299074	8
489513	721311	9
489513	2201562	10
1037662	7205537	1
1037662	7346874	2
1037662	6339827	3
1037662	7205535	4
1037662	7390867	5
1037662	7346876	6
1037662	1431808	7
1037662	7346872	8
1037662	1431810	9
1037662	682689	10
708038	7696799	1
708038	7626214	2
708038	468083	3
708038	3800940	4
708038	3800944	5
708038	3800939	6
708038	3363135	7
708038	4419545	8
708038	7712015	9
708038	425983	10
681264	7558088	1
681264	7558093	2
681264	1712435	3
681264	7558087	4
681264	1712437	5
681264	1712436	6
681264	1712440	7
681264	1712441	8
681264	1712438	9
681264	7558086	10
990938	7283422	1
990938	7283418	2
990938	7843353	3
990938	3495485	4
990938	7283414	5
990938	7283420	6
990938	8680069	7
990938	7843348	8
990938	7283415	9
990938	2703360	10
1035006	6018802	1
1035006	7209926	2
1035006	63774	3
1035006	6018804	4
1035006	7209930	5
1035006	7209933	6
1035006	7209934	7
1035006	7209927	8
1035006	6018805	9
1035006	6018800	10
490505	7509756	1
490505	7509758	2
490505	8621570	3
490505	961324	4
490505	8608605	5
490505	3131450	6
490505	1688299	7
490505	5441645	8
490505	816807	9
490505	1935727	10
1102393	7095904	1
1102393	5081690	2
1102393	7348461	3
1102393	7027911	4
1102393	256164	5
1102393	8095457	6
1102393	7847062	7
1102393	3988880	8
1102393	7348459	9
1102393	7348458	10
1102390	2009770	1
1102390	7368533	2
1102390	1396176	3
1102390	8829568	4
1102390	8378579	5
1102390	4213531	6
1102390	575274	7
1102390	1699507	8
1102390	389529	9
